post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_datetime,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,engagement_rate,followers_gained,caption_length,hashtags_count,performance_bucket_label
IG0022737,1,creator,9461,image,Technology,Reels Feed,0,2025-01-28 18:00:00,2025-01-28,18,Tuesday,65,2,3,10,1714,2678,0.0299,498,109,8,medium
IG0022738,3,brand,10018,carousel,Lifestyle,External,1,2025-02-19 05:00:00,2025-02-19,5,Wednesday,183,5,7,30,2758,3786,0.0594,120,121,3,viral
IG0022739,12,creator,13798,carousel,Lifestyle,Profile,0,2025-11-14 12:00:00,2025-11-14,12,Friday,295,11,18,35,4256,5951,0.0603,395,116,5,viral
IG0022740,7,creator,3551,carousel,Comedy,External,0,2025-03-12 19:00:00,2025-03-12,19,Wednesday,182,6,11,33,3400,4457,0.0521,901,139,5,high
IG0022741,5,brand,10739,reel,Beauty,Hashtags,1,2025-05-13 15:00:00,2025-05-13,15,Tuesday,400,9,19,57,13578,15249,0.0318,162,113,10,medium
IG0022742,1,creator,9461,reel,Beauty,Explore,1,2025-01-04 00:00:00,2025-01-04,0,Saturday,197,9,12,29,7769,10552,0.0234,590,114,8,low
IG0022743,1,creator,9461,image,Lifestyle,Home Feed,0,2024-11-19 10:00:00,2024-11-19,10,Tuesday,118,4,6,16,1555,2130,0.0676,371,128,9,viral
IG0022744,15,creator,8167,reel,Music,Home Feed,0,2025-06-09 01:00:00,2025-06-09,1,Monday,74,1,5,11,2936,3975,0.0229,667,140,7,medium
IG0022745,8,brand,15986,image,Comedy,Home Feed,0,2025-01-19 04:00:00,2025-01-19,4,Sunday,890,0,36,125,11174,16633,0.0632,987,128,4,viral
IG0022746,11,creator,9044,carousel,Travel,Explore,1,2025-08-27 22:00:00,2025-08-27,22,Wednesday,269,0,19,35,7333,9955,0.0324,134,138,9,medium
IG0022747,14,creator,3083,carousel,Technology,Reels Feed,1,2025-08-01 04:00:00,2025-08-01,4,Friday,299,11,16,47,3994,6213,0.06,152,107,14,viral
IG0022748,13,creator,5824,image,Lifestyle,Reels Feed,0,2025-08-22 05:00:00,2025-08-22,5,Friday,104,0,4,27,3541,5651,0.0239,796,112,8,low
IG0022749,19,brand,3447,reel,Technology,Home Feed,1,2025-10-20 11:00:00,2025-10-20,11,Monday,800,33,38,124,11304,12965,0.0767,612,108,11,viral
IG0022750,12,creator,13798,carousel,Fitness,Explore,0,2025-04-24 00:00:00,2025-04-24,0,Thursday,63,0,3,10,6028,6986,0.0109,59,128,6,low
IG0022751,19,creator,3447,reel,Comedy,Explore,0,2025-01-28 04:00:00,2025-01-28,4,Tuesday,242,10,8,42,4482,6078,0.0497,687,121,7,high
IG0022752,4,creator,4972,image,Technology,Profile,0,2025-04-23 21:00:00,2025-04-23,21,Wednesday,77,3,3,14,5870,8072,0.012,112,114,5,low
IG0022753,4,creator,4972,image,Travel,External,1,2025-04-23 00:00:00,2025-04-23,0,Wednesday,872,29,40,132,12337,18770,0.0572,999,124,12,high
IG0022754,3,creator,10018,carousel,Fitness,Explore,1,2025-11-12 17:00:00,2025-11-12,17,Wednesday,618,27,48,105,4702,6553,0.1218,976,115,6,medium
IG0022755,6,brand,10034,image,Music,External,0,2025-04-30 05:00:00,2025-04-30,5,Wednesday,156,4,7,21,6959,8815,0.0213,473,125,9,low
IG0022756,5,creator,10739,carousel,Travel,Home Feed,0,2025-10-03 06:00:00,2025-10-03,6,Friday,353,16,15,55,4966,7802,0.0563,896,106,7,high
IG0022757,11,creator,9044,carousel,Photography,External,0,2025-01-02 01:00:00,2025-01-02,1,Thursday,470,13,23,72,7575,10185,0.0568,958,118,5,viral
IG0022758,9,creator,6916,carousel,Beauty,Hashtags,0,2024-11-30 00:00:00,2024-11-30,0,Saturday,1336,46,62,196,66291,96466,0.017,180,118,5,low
IG0022759,3,brand,10018,image,Fashion,External,1,2025-11-06 05:00:00,2025-11-06,5,Thursday,136,0,7,26,1939,2623,0.0644,131,104,13,viral
IG0022760,9,creator,6916,reel,Food,Home Feed,0,2025-04-06 15:00:00,2025-04-06,15,Sunday,98,2,3,14,1299,1815,0.0645,467,122,10,viral
IG0022761,12,creator,13798,reel,Fashion,Profile,1,2025-02-14 09:00:00,2025-02-14,9,Friday,124,1,5,0,3072,3830,0.0339,845,111,4,medium
IG0022762,3,creator,10018,reel,Music,Explore,0,2025-06-22 14:00:00,2025-06-22,14,Sunday,67,5,3,12,4523,5157,0.0169,409,109,8,low
IG0022763,20,creator,31095,image,Beauty,Explore,0,2025-03-28 13:00:00,2025-03-28,13,Friday,263,9,11,37,3820,5393,0.0593,443,107,9,high
IG0022764,17,brand,15923,carousel,Technology,Profile,0,2025-03-01 10:00:00,2025-03-01,10,Saturday,192,2,7,33,3879,4974,0.047,202,105,5,high
IG0022765,12,brand,13798,reel,Comedy,Explore,0,2025-05-18 04:00:00,2025-05-18,4,Sunday,284,13,18,50,5179,6096,0.0599,517,124,6,viral
IG0022766,18,creator,7486,image,Travel,Profile,0,2025-09-28 18:00:00,2025-09-28,18,Sunday,642,0,28,96,10312,16166,0.0474,724,134,11,high
IG0022767,4,brand,4972,image,Beauty,External,0,2025-11-19 13:00:00,2025-11-19,13,Wednesday,98,2,6,16,3910,4893,0.0249,303,100,14,medium
IG0022768,10,creator,4542,carousel,Beauty,Explore,0,2025-05-14 00:00:00,2025-05-14,0,Wednesday,456,13,0,70,8548,11569,0.0466,309,120,7,high
IG0022769,18,creator,7486,image,Lifestyle,External,1,2025-02-18 14:00:00,2025-02-18,14,Tuesday,716,26,47,105,9971,13921,0.0642,837,125,7,viral
IG0022770,8,brand,15986,reel,Food,Hashtags,0,2025-10-24 08:00:00,2025-10-24,8,Friday,78,0,3,10,1071,1255,0.0725,321,132,6,viral
IG0022771,9,creator,6916,carousel,Travel,Hashtags,0,2025-04-05 00:00:00,2025-04-05,0,Saturday,319,8,19,50,5706,6745,0.0587,584,107,7,high
IG0022772,19,creator,3447,carousel,Beauty,Home Feed,0,2025-07-19 06:00:00,2025-07-19,6,Saturday,329,18,14,55,4683,6799,0.0612,817,120,7,viral
IG0022773,13,brand,5824,image,Lifestyle,Explore,0,2025-11-12 00:00:00,2025-11-12,0,Wednesday,266,11,20,36,3621,5328,0.0625,736,111,6,viral
IG0022774,6,creator,10034,image,Fitness,Explore,1,2024-12-30 12:00:00,2024-12-30,12,Monday,695,26,28,109,8912,11489,0.0747,920,107,9,viral
IG0022775,7,brand,3551,carousel,Music,Profile,0,2024-12-19 21:00:00,2024-12-19,21,Thursday,171,5,11,24,5121,7925,0.0266,145,107,8,medium
IG0022776,6,creator,10034,reel,Music,Profile,1,2025-05-06 08:00:00,2025-05-06,8,Tuesday,178,4,6,21,3737,4576,0.0457,241,118,10,high
IG0022777,11,creator,9044,image,Comedy,Explore,1,2025-09-30 06:00:00,2025-09-30,6,Tuesday,49,1,2,4,2305,2935,0.0191,49,124,7,low
IG0022778,17,creator,15923,image,Comedy,Home Feed,0,2025-10-25 10:00:00,2025-10-25,10,Saturday,378,18,24,70,9133,14195,0.0345,896,136,8,medium
IG0022779,19,creator,3447,carousel,Beauty,External,1,2025-01-02 10:00:00,2025-01-02,10,Thursday,168,7,11,31,4713,7310,0.0297,801,151,9,medium
IG0022780,12,brand,13798,carousel,Beauty,External,0,2025-11-08 05:00:00,2025-11-08,5,Saturday,225,8,11,37,7616,10067,0.0279,848,146,7,medium
IG0022781,13,creator,5824,image,Travel,Profile,1,2025-02-28 20:00:00,2025-02-28,20,Friday,44,0,3,4,1661,2554,0.02,860,130,10,low
IG0022782,18,creator,7486,image,Food,Profile,0,2025-08-08 12:00:00,2025-08-08,12,Friday,108,3,8,13,1550,2251,0.0586,616,112,11,viral
IG0022783,7,creator,3551,image,Beauty,Explore,1,2025-06-05 02:00:00,2025-06-05,2,Thursday,261,5,12,35,3796,5011,0.0625,693,124,5,viral
IG0022784,5,brand,10739,image,Music,Hashtags,0,2025-07-22 10:00:00,2025-07-22,10,Tuesday,160,6,7,24,13374,16881,0.0117,512,124,10,low
IG0022785,16,brand,9696,image,Technology,Profile,1,2025-01-20 01:00:00,2025-01-20,1,Monday,141,4,3,21,3739,4450,0.038,358,108,3,medium
IG0022786,4,creator,4972,carousel,Beauty,External,0,2025-02-18 17:00:00,2025-02-18,17,Tuesday,92,3,0,15,3614,4523,0.0243,714,130,8,low
IG0022787,1,brand,9461,reel,Lifestyle,Profile,1,2025-05-07 08:00:00,2025-05-07,8,Wednesday,261,5,11,33,5535,7253,0.0427,407,117,10,medium
IG0022788,4,creator,4972,carousel,Music,Hashtags,1,2025-05-16 18:00:00,2025-05-16,18,Friday,234,7,10,41,7311,11107,0.0263,319,124,10,medium
IG0022789,3,creator,10018,carousel,Beauty,Home Feed,0,2025-07-08 06:00:00,2025-07-08,6,Tuesday,309,9,14,38,7912,9919,0.0373,875,132,7,high
IG0022790,4,creator,4972,image,Fashion,Explore,0,2024-12-18 13:00:00,2024-12-18,13,Wednesday,184,3,10,26,4415,5703,0.0391,259,139,11,medium
IG0022791,1,creator,9461,carousel,Fashion,Reels Feed,0,2025-08-16 15:00:00,2025-08-16,15,Saturday,280,8,11,40,8982,13341,0.0254,73,108,7,medium
IG0022792,12,creator,13798,image,Fashion,Home Feed,0,2025-05-17 19:00:00,2025-05-17,19,Saturday,147,3,7,20,5085,8108,0.0218,256,102,3,low
IG0022793,13,brand,5824,image,Food,Profile,1,2025-10-28 13:00:00,2025-10-28,13,Tuesday,96,1,6,12,3423,4790,0.024,223,117,11,low
IG0022794,2,brand,22291,image,Photography,Hashtags,0,2024-12-23 22:00:00,2024-12-23,22,Monday,47,0,2,6,3143,3821,0.0144,640,115,2,low
IG0022795,9,creator,6916,image,Lifestyle,Reels Feed,0,2025-04-14 21:00:00,2025-04-14,21,Monday,92,1,6,13,5049,6711,0.0167,556,125,9,low
IG0022796,7,brand,3551,carousel,Lifestyle,Reels Feed,1,2025-01-30 14:00:00,2025-01-30,14,Thursday,124,3,6,21,5738,6895,0.0223,54,126,10,low
IG0022797,13,creator,5824,carousel,Music,External,0,2025-09-16 14:00:00,2025-09-16,14,Tuesday,977,28,39,151,12457,14875,0.0803,268,110,7,viral
IG0022798,2,creator,22291,carousel,Technology,Reels Feed,1,2025-06-29 10:00:00,2025-06-29,10,Sunday,296,4,11,50,7448,9650,0.0374,251,117,10,medium
IG0022799,1,creator,9461,carousel,Music,Reels Feed,0,2025-03-25 13:00:00,2025-03-25,13,Tuesday,146,3,4,23,3171,3771,0.0467,357,111,8,high
IG0022800,18,creator,7486,carousel,Travel,Hashtags,0,2025-08-20 03:00:00,2025-08-20,3,Wednesday,1160,30,59,178,21501,29277,0.0487,340,92,5,high
IG0022801,7,creator,3551,image,Fitness,External,0,2025-07-02 02:00:00,2025-07-02,2,Wednesday,158,3,10,15,7312,10970,0.017,667,117,5,low
IG0022802,18,creator,7486,reel,Fashion,Reels Feed,0,2024-12-26 03:00:00,2024-12-26,3,Thursday,53,2,3,8,1723,2133,0.0309,635,120,9,medium
IG0022803,19,creator,3447,carousel,Technology,Home Feed,0,2025-01-26 17:00:00,2025-01-26,17,Sunday,182,7,6,17,3122,4922,0.0431,35,96,6,high
IG0022804,8,brand,15986,carousel,Fitness,Reels Feed,0,2025-06-19 13:00:00,2025-06-19,13,Thursday,359,9,19,45,6459,7466,0.0579,772,120,10,viral
IG0022805,12,creator,13798,carousel,Fitness,External,0,2025-06-14 01:00:00,2025-06-14,1,Saturday,788,28,33,108,10518,16019,0.0597,334,130,4,viral
IG0022806,11,creator,9044,image,Fitness,Hashtags,1,2024-12-20 19:00:00,2024-12-20,19,Friday,154,6,7,34,2241,2537,0.0792,79,128,7,viral
IG0022807,9,creator,6916,carousel,Food,Hashtags,0,2025-07-14 02:00:00,2025-07-14,2,Monday,63,2,1,6,1590,1891,0.0381,116,116,7,medium
IG0022808,4,creator,4972,image,Beauty,Hashtags,0,2025-01-13 04:00:00,2025-01-13,4,Monday,74,2,4,14,3328,5312,0.0177,807,135,7,low
IG0022809,7,creator,3551,image,Fitness,External,0,2025-01-28 16:00:00,2025-01-28,16,Tuesday,657,16,37,105,10456,13473,0.0605,345,134,6,viral
IG0022810,17,creator,15923,image,Beauty,Home Feed,0,2025-10-04 22:00:00,2025-10-04,22,Saturday,605,19,26,93,7964,12345,0.0602,681,130,3,viral
IG0022811,11,brand,9044,image,Comedy,Explore,1,2025-10-27 03:00:00,2025-10-27,3,Monday,969,32,49,137,12727,16525,0.0718,173,111,5,viral
IG0022812,2,creator,22291,carousel,Fashion,External,1,2025-11-05 21:00:00,2025-11-05,21,Wednesday,39,2,0,3,2233,2461,0.0179,816,140,9,low
IG0022813,18,creator,7486,reel,Fitness,Reels Feed,1,2025-09-05 17:00:00,2025-09-05,17,Friday,37,2,0,3,3050,4803,0.0087,538,110,8,low
IG0022814,12,creator,13798,reel,Lifestyle,Hashtags,0,2025-05-24 19:00:00,2025-05-24,19,Saturday,314,15,16,36,6096,9158,0.0416,418,135,8,high
IG0022815,9,creator,6916,carousel,Beauty,Hashtags,1,2025-01-15 15:00:00,2025-01-15,15,Wednesday,106,4,4,11,1949,2391,0.0523,97,117,5,high
IG0022816,11,brand,9044,carousel,Lifestyle,Explore,0,2025-11-08 20:00:00,2025-11-08,20,Saturday,221,6,8,33,3870,5533,0.0484,28,120,7,high
IG0022817,5,brand,10739,reel,Lifestyle,Explore,0,2025-01-03 21:00:00,2025-01-03,21,Friday,37,0,0,4,1041,1624,0.0252,736,112,5,medium
IG0022818,7,creator,3551,carousel,Photography,Explore,0,2024-12-07 11:00:00,2024-12-07,11,Saturday,152,2,7,22,6166,9364,0.0195,227,114,8,low
IG0022819,1,creator,9461,carousel,Fitness,Hashtags,1,2025-02-12 00:00:00,2025-02-12,0,Wednesday,166,0,10,21,2738,3398,0.058,525,126,7,viral
IG0022820,5,brand,10739,reel,Comedy,External,1,2025-09-05 03:00:00,2025-09-05,3,Friday,874,23,30,143,11361,17101,0.0626,451,118,12,viral
IG0022821,6,creator,10034,image,Technology,Reels Feed,1,2025-01-06 17:00:00,2025-01-06,17,Monday,49,2,2,4,4610,6898,0.0083,490,120,7,low
IG0022822,13,creator,5824,reel,Lifestyle,External,0,2025-09-21 13:00:00,2025-09-21,13,Sunday,99,6,7,9,1797,2163,0.0559,347,113,6,high
IG0022823,11,brand,9044,reel,Fashion,Explore,1,2025-07-10 16:00:00,2025-07-10,16,Thursday,213,8,18,40,3338,4928,0.0566,5,126,4,high
IG0022824,8,brand,15986,image,Travel,Home Feed,0,2025-05-01 14:00:00,2025-05-01,14,Thursday,46,3,3,9,2658,3598,0.017,437,126,12,low
IG0022825,20,creator,31095,reel,Lifestyle,Hashtags,0,2024-12-15 14:00:00,2024-12-15,14,Sunday,1314,24,42,177,7276,10256,0.1518,269,125,10,high
IG0022826,2,creator,22291,image,Fashion,External,1,2025-07-04 16:00:00,2025-07-04,16,Friday,413,15,26,60,5731,8805,0.0584,927,123,8,viral
IG0022827,15,creator,8167,reel,Music,Hashtags,0,2025-10-05 01:00:00,2025-10-05,1,Sunday,227,8,8,22,6361,9344,0.0284,330,110,14,low
IG0022828,10,creator,4542,image,Fashion,Hashtags,1,2025-05-10 07:00:00,2025-05-10,7,Saturday,135,4,11,24,4025,5708,0.0305,400,128,8,medium
IG0022829,8,brand,15986,reel,Food,Home Feed,0,2024-12-27 09:00:00,2024-12-27,9,Friday,248,4,15,52,4742,6212,0.0514,691,125,5,high
IG0022830,2,creator,22291,image,Technology,Explore,0,2025-06-02 03:00:00,2025-06-02,3,Monday,1186,43,74,153,24296,31813,0.0458,493,136,11,high
IG0022831,15,creator,8167,reel,Music,Hashtags,1,2025-07-10 17:00:00,2025-07-10,17,Thursday,110,2,5,14,7554,10230,0.0128,376,104,5,low
IG0022832,6,creator,10034,image,Photography,Explore,0,2025-02-08 07:00:00,2025-02-08,7,Saturday,203,9,8,27,5165,6057,0.0408,62,136,8,high
IG0022833,5,creator,10739,reel,Fashion,Explore,0,2025-02-07 02:00:00,2025-02-07,2,Friday,771,23,35,114,18541,29412,0.0321,705,113,10,medium
IG0022834,3,creator,10018,image,Fashion,External,0,2025-06-25 15:00:00,2025-06-25,15,Wednesday,273,9,7,51,9289,12237,0.0278,850,123,5,medium
IG0022835,11,creator,9044,reel,Beauty,Reels Feed,1,2025-02-21 16:00:00,2025-02-21,16,Friday,870,21,49,130,14545,17168,0.0623,907,129,10,viral
IG0022836,11,brand,9044,carousel,Comedy,Reels Feed,1,2025-06-16 17:00:00,2025-06-16,17,Monday,179,7,8,24,5682,6910,0.0315,636,109,8,medium
IG0022837,16,brand,9696,reel,Technology,Hashtags,1,2024-12-18 19:00:00,2024-12-18,19,Wednesday,237,7,11,49,4258,5318,0.0572,437,122,6,viral
IG0022838,3,brand,10018,carousel,Food,Hashtags,0,2025-01-05 00:00:00,2025-01-05,0,Sunday,190,6,7,37,5069,7100,0.0338,689,134,5,medium
IG0022839,9,creator,6916,reel,Lifestyle,Reels Feed,1,2025-05-23 21:00:00,2025-05-23,21,Friday,406,11,19,0,6206,8469,0.0515,605,122,6,viral
IG0022840,3,brand,10018,carousel,Food,Home Feed,0,2025-05-07 03:00:00,2025-05-07,3,Wednesday,0,8,22,61,12132,15603,0.0058,773,113,5,medium
IG0022841,19,creator,3447,carousel,Photography,Home Feed,1,2025-07-08 05:00:00,2025-07-08,5,Tuesday,69,2,2,15,1245,1850,0.0476,879,116,3,high
IG0022842,11,brand,9044,reel,Fitness,Hashtags,0,2025-10-05 20:00:00,2025-10-05,20,Sunday,715,26,35,111,15840,20334,0.0436,689,120,7,high
IG0022843,14,creator,3083,image,Fitness,Home Feed,1,2025-08-25 10:00:00,2025-08-25,10,Monday,120,1,8,17,5916,8289,0.0176,171,120,6,low
IG0022844,2,brand,22291,carousel,Food,Hashtags,0,2025-01-03 03:00:00,2025-01-03,3,Friday,870,21,39,133,17910,20004,0.0531,508,123,7,high
IG0022845,7,creator,3551,carousel,Photography,Home Feed,1,2025-07-26 22:00:00,2025-07-26,22,Saturday,75,3,6,17,1962,3078,0.0328,746,118,7,medium
IG0022846,10,brand,4542,image,Lifestyle,External,1,2025-02-24 11:00:00,2025-02-24,11,Monday,228,11,15,31,3027,3733,0.0763,298,116,7,viral
IG0022847,10,creator,4542,reel,Music,External,0,2025-11-13 06:00:00,2025-11-13,6,Thursday,290,7,18,36,7563,9756,0.036,76,132,9,medium
IG0022848,20,creator,31095,image,Comedy,Profile,0,2025-05-07 03:00:00,2025-05-07,3,Wednesday,244,0,11,26,7847,11158,0.0252,721,112,5,low
IG0022849,1,creator,9461,image,Comedy,Explore,0,2024-12-02 19:00:00,2024-12-02,19,Monday,59,2,0,9,2373,3642,0.0192,215,124,4,low
IG0022850,6,creator,10034,carousel,Food,Explore,0,2025-11-12 19:00:00,2025-11-12,19,Wednesday,734,20,42,115,10739,15081,0.0604,628,118,7,viral
IG0022851,14,creator,3083,reel,Comedy,Explore,0,2024-12-20 23:00:00,2024-12-20,23,Friday,56,3,4,8,3509,3866,0.0184,550,108,8,low
IG0022852,2,creator,22291,carousel,Food,Reels Feed,1,2025-11-12 10:00:00,2025-11-12,10,Wednesday,22,0,3,3,981,1495,0.0187,852,112,8,low
IG0022853,6,creator,10034,image,Fitness,Profile,0,2025-06-03 04:00:00,2025-06-03,4,Tuesday,889,27,49,119,11578,16747,0.0647,513,126,6,viral
IG0022854,1,creator,9461,carousel,Fashion,Home Feed,0,2024-12-07 11:00:00,2024-12-07,11,Saturday,43,1,1,3,4094,6480,0.0074,801,121,6,low
IG0022855,3,brand,10018,reel,Music,Explore,0,2025-04-26 20:00:00,2025-04-26,20,Saturday,346,11,9,48,4999,6043,0.0685,572,119,9,viral
IG0022856,4,brand,4972,reel,Comedy,Reels Feed,0,2025-05-01 08:00:00,2025-05-01,8,Thursday,160,4,8,16,3039,3362,0.0559,729,115,5,viral
IG0022857,13,creator,5824,carousel,Travel,Home Feed,1,2025-01-05 09:00:00,2025-01-05,9,Sunday,207,11,15,31,3706,4350,0.0607,689,115,16,viral
IG0022858,3,creator,10018,carousel,Fitness,External,1,2025-03-02 21:00:00,2025-03-02,21,Sunday,69,1,0,0,1119,1607,0.0436,396,145,10,high
IG0022859,15,creator,8167,image,Photography,External,1,2025-07-03 03:00:00,2025-07-03,3,Thursday,132,3,7,29,6090,9563,0.0179,847,126,10,low
IG0022860,13,creator,5824,image,Travel,Profile,1,2025-11-04 14:00:00,2025-11-04,14,Tuesday,102,4,3,15,5832,6619,0.0187,584,115,8,low
IG0022861,11,creator,9044,image,Beauty,Explore,0,2025-05-21 06:00:00,2025-05-21,6,Wednesday,117,3,3,22,2765,4063,0.0357,886,124,4,medium
IG0022862,4,brand,4972,image,Comedy,Hashtags,0,2025-09-06 07:00:00,2025-09-06,7,Saturday,92,1,5,14,1432,2110,0.0531,400,126,8,high
IG0022863,17,brand,15923,image,Food,Hashtags,1,2024-12-18 14:00:00,2024-12-18,14,Wednesday,26,2,0,1,1115,1427,0.0203,591,120,6,low
IG0022864,5,brand,10739,carousel,Comedy,Home Feed,0,2025-02-21 06:00:00,2025-02-21,6,Friday,15,1,0,0,681,915,0.0175,745,122,12,low
IG0022865,8,creator,15986,reel,Lifestyle,Hashtags,0,2025-05-26 05:00:00,2025-05-26,5,Monday,848,23,39,146,12574,16285,0.0648,337,120,10,viral
IG0022866,10,creator,4542,reel,Lifestyle,Explore,0,2025-04-19 11:00:00,2025-04-19,11,Saturday,347,12,23,61,6591,9751,0.0454,721,135,16,high
IG0022867,7,brand,3551,reel,Technology,External,0,2025-06-04 11:00:00,2025-06-04,11,Wednesday,77,2,3,13,1298,1720,0.0552,854,141,6,high
IG0022868,17,creator,15923,reel,Music,External,1,2025-10-20 14:00:00,2025-10-20,14,Monday,136,4,12,13,5375,8198,0.0201,628,129,12,low
IG0022869,7,creator,3551,image,Lifestyle,External,1,2025-06-07 01:00:00,2025-06-07,1,Saturday,104,4,3,15,4881,6159,0.0205,667,123,9,low
IG0022870,19,creator,3447,image,Fashion,Reels Feed,0,2025-05-11 15:00:00,2025-05-11,15,Sunday,146,3,7,24,3288,4407,0.0408,975,134,9,high
IG0022871,9,creator,6916,carousel,Food,Profile,1,2025-10-15 04:00:00,2025-10-15,4,Wednesday,58,1,1,9,2836,3543,0.0195,699,110,10,low
IG0022872,2,creator,22291,image,Comedy,External,0,2025-04-25 05:00:00,2025-04-25,5,Friday,117,6,11,20,1645,1871,0.0823,994,120,10,viral
IG0022873,20,creator,31095,carousel,Music,Explore,1,2025-08-26 17:00:00,2025-08-26,17,Tuesday,153,6,9,0,2068,2884,0.0583,188,132,8,viral
IG0022874,19,brand,3447,carousel,Music,Reels Feed,0,2025-07-12 08:00:00,2025-07-12,8,Saturday,319,7,21,52,4918,7761,0.0514,45,123,7,high
IG0022875,6,creator,10034,carousel,Beauty,Profile,0,2025-04-10 09:00:00,2025-04-10,9,Thursday,393,7,17,61,20327,29296,0.0163,918,140,6,low
IG0022876,10,brand,4542,reel,Travel,Reels Feed,0,2024-12-06 03:00:00,2024-12-06,3,Friday,90,0,3,11,2068,2790,0.0373,219,131,4,medium
IG0022877,13,brand,5824,carousel,Technology,External,0,2025-11-12 14:00:00,2025-11-12,14,Wednesday,158,7,8,21,2688,3001,0.0646,95,124,2,viral
IG0022878,2,brand,22291,image,Comedy,Explore,1,2025-10-09 15:00:00,2025-10-09,15,Thursday,262,6,23,47,18226,22575,0.015,394,120,10,low
IG0022879,10,brand,4542,reel,Technology,Profile,0,2025-08-07 14:00:00,2025-08-07,14,Thursday,366,12,22,57,4730,5572,0.082,954,114,8,viral
IG0022880,10,creator,4542,image,Music,Profile,0,2025-11-05 20:00:00,2025-11-05,20,Wednesday,1433,50,92,236,18018,27699,0.0654,801,125,13,viral
IG0022881,5,creator,10739,reel,Lifestyle,Profile,1,2025-07-29 20:00:00,2025-07-29,20,Tuesday,363,9,19,45,5607,8448,0.0516,949,136,7,high
IG0022882,4,brand,4972,carousel,Fitness,Profile,0,2025-07-18 22:00:00,2025-07-18,22,Friday,332,10,23,39,6401,8718,0.0463,729,106,13,high
IG0022883,2,creator,22291,carousel,Technology,Explore,1,2025-09-12 08:00:00,2025-09-12,8,Friday,220,5,4,41,6807,7815,0.0345,0,108,11,medium
IG0022884,7,creator,3551,image,Fashion,Profile,0,2025-03-06 21:00:00,2025-03-06,21,Thursday,88,6,8,11,2750,4078,0.0277,914,120,9,medium
IG0022885,18,creator,7486,carousel,Fitness,Home Feed,0,2025-08-01 19:00:00,2025-08-01,19,Friday,462,17,22,64,7864,11357,0.0497,424,104,10,high
IG0022886,17,brand,15923,reel,Food,Reels Feed,0,2024-12-30 12:00:00,2024-12-30,12,Monday,581,15,37,74,44816,49421,0.0143,230,113,5,low
IG0022887,11,brand,9044,carousel,Fitness,Explore,0,2025-02-07 04:00:00,2025-02-07,4,Friday,123,0,9,19,7930,10618,0.0142,940,117,10,low
IG0022888,18,creator,7486,image,Fashion,Profile,1,2025-04-14 04:00:00,2025-04-14,4,Monday,84,4,5,12,3532,4121,0.0255,470,124,10,medium
IG0022889,8,brand,15986,image,Travel,Explore,1,2025-02-16 20:00:00,2025-02-16,20,Sunday,244,5,11,24,3532,4014,0.0708,399,134,8,viral
IG0022890,12,creator,13798,carousel,Comedy,Profile,1,2025-11-04 00:00:00,2025-11-04,0,Tuesday,115,3,0,19,1580,2100,0.0652,434,127,8,viral
IG0022891,1,creator,9461,image,Technology,Explore,0,2025-08-05 06:00:00,2025-08-05,6,Tuesday,516,17,22,65,10112,15267,0.0406,939,133,8,medium
IG0022892,20,creator,31095,carousel,Lifestyle,Home Feed,0,2025-08-16 05:00:00,2025-08-16,5,Saturday,148,7,7,17,5712,7153,0.025,620,120,8,low
IG0022893,12,brand,13798,carousel,Travel,Home Feed,0,2025-11-11 18:00:00,2025-11-11,18,Tuesday,612,18,21,105,9763,12808,0.059,355,127,9,viral
IG0022894,6,creator,10034,image,Fashion,Explore,0,2024-12-20 07:00:00,2024-12-20,7,Friday,149,5,12,26,4013,5953,0.0323,294,104,7,medium
IG0022895,3,creator,10018,reel,Travel,External,1,2025-07-29 13:00:00,2025-07-29,13,Tuesday,330,5,24,45,4770,7062,0.0572,181,140,7,high
IG0022896,5,creator,10739,carousel,Technology,Profile,1,2025-08-20 05:00:00,2025-08-20,5,Wednesday,142,2,6,27,2108,2367,0.0748,224,118,7,viral
IG0022897,14,creator,3083,reel,Travel,Hashtags,1,2025-08-23 08:00:00,2025-08-23,8,Saturday,1545,43,84,216,20238,22931,0.0823,30,132,6,viral
IG0022898,12,creator,13798,reel,Food,Hashtags,1,2025-03-30 22:00:00,2025-03-30,22,Sunday,113,3,2,18,4009,4961,0.0274,315,129,8,medium
IG0022899,13,creator,5824,carousel,Beauty,External,0,2025-07-12 07:00:00,2025-07-12,7,Saturday,83,3,3,8,3500,5114,0.019,229,120,10,low
IG0022900,13,creator,5824,reel,Technology,Hashtags,0,2025-08-12 08:00:00,2025-08-12,8,Tuesday,316,8,11,40,4889,7715,0.0486,322,114,16,high
IG0022901,17,creator,15923,carousel,Comedy,Home Feed,0,2025-11-02 21:00:00,2025-11-02,21,Sunday,579,22,27,95,8491,10833,0.0667,823,116,14,viral
IG0022902,15,brand,8167,reel,Fitness,Profile,0,2025-05-14 07:00:00,2025-05-14,7,Wednesday,346,16,12,47,10537,15475,0.0272,976,103,8,medium
IG0022903,6,creator,10034,carousel,Technology,Profile,0,2025-06-28 11:00:00,2025-06-28,11,Saturday,356,10,19,51,7689,11103,0.0393,831,114,11,high
